"NAME","Year","Total_Avg_Annual_Pay_Total","Total_Avg_Annual_Pay_Black_Business","Total_Avg_Employees_Total","Total_Avg_Employees_Black_Business","Total_Sum_of_Firms_Total","Total_Sum_of_Firms_Black_Business"
"Cheyenne, WY Metro Area",2018,23248.920913884,0,608.151142355009,1,52672,0
"Cheyenne, WY Metro Area",2019,30861.6529605263,0,771.945723684211,1,47444,0
"Cheyenne, WY Metro Area",2020,36171.0950155763,28.4,916.943925233645,2.13333333333333,85413,7
"Cheyenne, WY Metro Area",2021,34611.3133433283,1497.66666666667,729.593703148426,29.5555555555556,68637,320
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018,5184333.77047146,163482.055555556,89584.1215880893,4481.77777777778,5515778,21651
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019,5189216.65179678,165894.888888889,89820.5241635688,5428.86111111111,5568419,22624
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2020,5737113.40377804,262659.945945946,103677.003541913,7387.27027027027,7173887,29101
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2021,6328850.75058275,325032.131578947,95058.296037296,7326.02631578947,7246829,34717
"Chico, CA Metro Area",2018,47016.3441441441,0,1186.12432432432,1,56375,0
"Chico, CA Metro Area",2019,23753.6363636364,0,549.93006993007,1,31353,0
"Chico, CA Metro Area",2020,55228.4442649435,0,1493.5605815832,1,71819,0
"Chico, CA Metro Area",2021,34551.1476190476,0,754.201587301587,1,44930,0
"Cincinnati, OH-KY-IN Metro Area",2018,1000990.50278552,28476.064516129,20189.3286908078,1188.64516129032,855244,1818
"Cincinnati, OH-KY-IN Metro Area",2019,892029.941828255,19850.8064516129,17130.6454293629,708.548387096774,720268,2735
"Cincinnati, OH-KY-IN Metro Area",2020,1099199.66534914,3120.33333333333,22215.6798418972,69.9090909090909,1099220,129
"Cincinnati, OH-KY-IN Metro Area",2021,1253980.56584094,42053.09375,23722.3624511082,1129.5625,1114245,2869
"Clarksville, TN-KY Metro Area",2018,28173.2560296846,0,891.372912801484,1,35088,0
"Clarksville, TN-KY Metro Area",2019,27377.1730418944,0,755.460837887067,1,24205,0
"Clarksville, TN-KY Metro Area",2020,58779.3193979933,109.227272727273,1738.78093645485,6.86363636363636,68448,46
"Clarksville, TN-KY Metro Area",2021,59821.8709150327,58.6666666666667,1613.25,2.0952380952381,77109,27
"Cleveland, TN Metro Area",2018,21267.0820399113,0,577.776053215078,1,10805,0
"Cleveland, TN Metro Area",2019,42947.1217391304,0,1004.73043478261,1,23156,0
"Cleveland, TN Metro Area",2020,41727.6876310273,0,1027.76729559748,1,32799,0
"Cleveland, TN Metro Area",2021,57375.3553398058,0,1346.54563106796,1,43371,0
"Cleveland-Elyria, OH Metro Area",2018,910944.270194986,4298,19089.8189415042,156.4375,964673,625
"Cleveland-Elyria, OH Metro Area",2019,980103.574965612,45454.2647058823,19756.2929848693,2299.14705882353,1011962,4622
"Cleveland-Elyria, OH Metro Area",2020,1056331.81937173,1836.32352941176,21909.0772251309,79.2647058823529,1178498,682
"Cleveland-Elyria, OH Metro Area",2021,1153877.20460358,42073.2647058823,20906.7007672634,1801.61764705882,1274230,5496
"Coeur d'Alene, ID Metro Area",2018,32966.2680067002,0,982.658291457286,1,80049,0
"Coeur d'Alene, ID Metro Area",2019,53163.485,0,1295.18,1,87115,0
"Coeur d'Alene, ID Metro Area",2020,56130.4830769231,0,1537.75230769231,1,128971,0
"Coeur d'Alene, ID Metro Area",2021,80168.5746606335,227.117647058824,1955.89140271493,8,151991,33
"College Station-Bryan, TX Metro Area",2018,34411.2133550489,0,849.141693811075,1,42691,0
"College Station-Bryan, TX Metro Area",2019,51486.5955631399,0,1329.01365187713,1,61614,0
"College Station-Bryan, TX Metro Area",2020,51060.1210287443,192.0625,1365.22844175492,6,73954,6
"College Station-Bryan, TX Metro Area",2021,30011.4835820896,0,688.198507462687,1,29386,0
"Colorado Springs, CO Metro Area",2018,223474.345170455,0,5418.52556818182,1,374834,0
"Colorado Springs, CO Metro Area",2019,231989.595744681,0,5305.25106382979,1,342538,0
"Colorado Springs, CO Metro Area",2020,147080.789825971,187.35,2984.55957161981,8.45,209846,17
"Colorado Springs, CO Metro Area",2021,325895.156373193,21378.2333333333,6107.37056504599,310.566666666667,510498,1418
"Columbia, MO Metro Area",2018,48305.4189944134,0,1364.93296089385,1,52714,0
"Columbia, MO Metro Area",2019,50873.8872987478,0,1237.93023255814,1,67621,0
"Columbia, MO Metro Area",2020,42615.3384879725,445.625,1018.51546391753,28,41483,49
"Columbia, MO Metro Area",2021,89111.331092437,1776,1782.49411764706,112.947368421053,88063,422
"Columbia, SC Metro Area",2018,238305.456296296,12076.5625,5978.13037037037,626.03125,332512,2384
"Columbia, SC Metro Area",2019,237651.995607613,13690.25,5884.38213762811,534.625,326781,2350
"Columbia, SC Metro Area",2020,276161.650137741,2035.27586206897,6843.61019283747,87,390875,160
"Columbia, SC Metro Area",2021,296467.093369418,35173.1212121212,6887.20297699594,1112.93939393939,371923,3712
"Columbus, GA-AL Metro Area",2018,81543.7656765677,0,1986.62541254125,1,76284,0
"Columbus, GA-AL Metro Area",2019,74524.941580756,0,1760.83848797251,1,66128,0
"Columbus, GA-AL Metro Area",2020,44838.3520249221,4182.66666666667,1051.52180685358,141.083333333333,34163,873
"Columbus, GA-AL Metro Area",2021,58593.25382263,156.222222222222,1207.14220183486,4.2962962962963,56706,83
"Columbus, IN Metro Area",2018,27554.3417190776,0,619.259958071279,1,15563,0
"Columbus, IN Metro Area",2019,21114.8543478261,0,395.136956521739,1,5340,0
"Columbus, IN Metro Area",2020,49022.4792899408,0,1113.1459566075,1,36330,0
"Columbus, IN Metro Area",2021,55503.3535353535,0,975.733333333333,1,36162,0
"Columbus, OH Metro Area",2018,827792.498655914,0,18112.6693548387,1,708887,0
"Columbus, OH Metro Area",2019,834581.978112175,48675.6363636364,18478.6908344733,2943.90909090909,760970,4173
"Columbus, OH Metro Area",2020,929364.895939086,7766.19444444444,18807.7741116751,352.75,994000,1577
"Columbus, OH Metro Area",2021,1107768.7701005,4011.23529411765,20560.4422110553,73,1111164,401
"Corpus Christi, TX Metro Area",2018,139079.263157895,0,3597.17744360902,1,163470,0
"Corpus Christi, TX Metro Area",2019,136600.224215247,0,3363.19730941704,1,144790,0
"Corpus Christi, TX Metro Area",2020,121912.97277937,1765,3296.90257879656,145.705882352941,188101,18
"Corpus Christi, TX Metro Area",2021,197566.008207934,40.85,4656.73597811217,3.8,184817,20
"Corvallis, OR Metro Area",2018,15128.1325757576,0,281.666666666667,1,16933,0
"Corvallis, OR Metro Area",2019,23088.5972495088,0,473.752455795678,1,24120,0
"Corvallis, OR Metro Area",2020,27890.0130597015,3329.45454545455,856.942164179104,90.3636363636364,34322,27
"Corvallis, OR Metro Area",2021,29758.6519434629,5084.06666666667,597.757950530035,117.666666666667,43082,330
"Crestview-Fort Walton Beach-Destin, FL Metro Area",2018,69167.3391167192,0,1606.08675078864,1,108430,0
"Crestview-Fort Walton Beach-Destin, FL Metro Area",2019,69856.4352159468,0,1843.29568106312,1,146844,0
"Crestview-Fort Walton Beach-Destin, FL Metro Area",2020,43919.9203675345,659.473684210526,1029.21286370597,18.2105263157895,95063,31
"Crestview-Fort Walton Beach-Destin, FL Metro Area",2021,103645.798461538,607.842105263158,2548.25538461538,12.7894736842105,208516,50
"Cumberland, MD-WV Metro Area",2018,18083.7632850242,0,611.036231884058,1,16923,0
"Cumberland, MD-WV Metro Area",2019,10564.030952381,0,287.114285714286,1,4328,0
"Cumberland, MD-WV Metro Area",2020,12331.5924276169,1524.7,321.106904231626,20.8,5713,37
"Cumberland, MD-WV Metro Area",2021,18137.583518931,0,451.797327394209,1,10902,0
"Dallas-Fort Worth-Arlington, TX Metro Area",2018,3383381.92214112,59898.2777777778,63738.1313868613,2388.36111111111,3460143,9500
"Dallas-Fort Worth-Arlington, TX Metro Area",2019,3574183.58004926,128439.083333333,66443.275862069,4609.83333333333,3528764,16837
"Dallas-Fort Worth-Arlington, TX Metro Area",2020,4011736.6013905,167215.513513514,77296.1460023175,6000.72972972973,4628467,20184
"Dallas-Fort Worth-Arlington, TX Metro Area",2021,4762189.76184971,244348.578947368,75133.374566474,7383.1052631579,4831348,30432
"Dalton, GA Metro Area",2018,64309.8816568047,0,1417.36489151874,1,31451,0
"Dalton, GA Metro Area",2019,65095.0136986301,0,1475.38160469667,1,29784,0
"Dalton, GA Metro Area",2020,67909.095323741,2856.72222222222,1708.58633093525,76.3333333333333,51222,59
"Dalton, GA Metro Area",2021,80347.2776831346,1506.5652173913,1670.10562180579,27.5217391304348,59693,21
"Danville, IL Metro Area",2018,16723.0600522193,0,491.569190600522,1,11771,0
"Danville, IL Metro Area",2019,24277.28,0,680.986666666667,0,12880,0
"Danville, IL Metro Area",2020,24487.8662131519,0,580.18820861678,1,13826,0
"Danville, IL Metro Area",2021,12494.8296943231,0,307.794759825328,1,7684,0
"Daphne-Fairhope-Foley, AL Metro Area",2018,45547.1179775281,0,1564.00936329588,1,82213,0
"Daphne-Fairhope-Foley, AL Metro Area",2019,64481.8278985507,0,1636.16847826087,1,70266,0
"Daphne-Fairhope-Foley, AL Metro Area",2020,67154.0917874396,2151.11111111111,1805.47665056361,79.4444444444444,106735,65
"Daphne-Fairhope-Foley, AL Metro Area",2021,66499.9677419355,28.5909090909091,1834.32258064516,1.90909090909091,127165,12
"Davenport-Moline-Rock Island, IA-IL Metro Area",2018,144508.220338983,0,3300.86271186441,1,119361,0
"Davenport-Moline-Rock Island, IA-IL Metro Area",2019,145439.266556291,0,3687.46854304636,1,160848,0
"Davenport-Moline-Rock Island, IA-IL Metro Area",2020,125723.74044586,204.318181818182,2711.75,16.2727272727273,112853,48
"Davenport-Moline-Rock Island, IA-IL Metro Area",2021,130428.692068429,0,2715.65940902022,1,110927,0
"Dayton, OH Metro Area",2018,298377.963949843,0,6768.6065830721,1,281123,0
"Dayton, OH Metro Area",2019,305689.258461538,12970.9032258065,6389.52,291.58064516129,268520,744
"Dayton, OH Metro Area",2020,314440.275659824,6054.93333333333,7173.8064516129,116.7,299629,227
"Dayton, OH Metro Area",2021,330948.512820513,26272.21875,6793.52279202279,516.34375,309677,1375
"Decatur, AL Metro Area",2018,53228.6083333333,0,1294.37083333333,1,44032,0
"Decatur, AL Metro Area",2019,41777.6134615385,0,903.951923076923,1,37503,0
"Decatur, AL Metro Area",2020,38087.5706896552,48.5789473684211,858.625862068965,1,46875,8
"Decatur, AL Metro Area",2021,49784.3570219966,32.2941176470588,1059.24873096447,2.64705882352941,47093,5
"Decatur, IL Metro Area",2018,25232.7978723404,0,493.712765957447,1,13482,0
"Decatur, IL Metro Area",2019,33671.1061946903,0,693.044247787611,1,16276,0
"Decatur, IL Metro Area",2020,50968.8354700855,168.818181818182,921.690170940171,6.36363636363636,26192,8
"Decatur, IL Metro Area",2021,30958.3580508475,312.166666666667,482.025423728814,7.33333333333333,10305,169
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2018,72063.4396946565,0,2076.19541984733,1,160905,0
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2019,125955.568992248,104.521739130435,3768.16744186047,4.39130434782609,259386,52
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2020,132554.209497207,3668.69230769231,3666.2751396648,197.461538461538,384619,948
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2021,106187.924686192,8154.58620689655,2571.58577405858,349.241379310345,237050,1206
"Denver-Aurora-Lakewood, CO Metro Area",2018,1589213.05889724,1912.625,28788.7355889724,91.96875,1839317,680
"Denver-Aurora-Lakewood, CO Metro Area",2019,1626604.33165195,24211.75,28030.8701134931,655.09375,1917739,3627
"Denver-Aurora-Lakewood, CO Metro Area",2020,1648470.55346651,41475.5882352941,29359.7438307873,1049.17647058824,2402359,3636
"Denver-Aurora-Lakewood, CO Metro Area",2021,1900206.98481308,5304.71428571429,29424.9112149533,95.5428571428571,2409843,1026
"Des Moines-West Des Moines, IA Metro Area",2018,305851.433234421,4143.05263157895,6071.24629080119,132.842105263158,251171,367
"Des Moines-West Des Moines, IA Metro Area",2019,306501.415178571,0,6057.31101190476,1,281578,0
"Des Moines-West Des Moines, IA Metro Area",2020,347733.172086721,4853.5,6709.70596205962,197.333333333333,344103,390
"Des Moines-West Des Moines, IA Metro Area",2021,422418.82027027,3145.76,7592.42432432432,102.2,370393,747
"Detroit-Warren-Dearborn, MI Metro Area",2018,1946657.86967742,72872.9411764706,38915.0541935484,1943.94117647059,2189340,7031
"Detroit-Warren-Dearborn, MI Metro Area",2019,2059252.69480519,110294.03030303,40025.6636363636,3708.51515151515,2177619,10085
"Detroit-Warren-Dearborn, MI Metro Area",2020,2234056.98773006,81110.5277777778,44957.5533742331,2631.05555555556,2780093,11494
"Detroit-Warren-Dearborn, MI Metro Area",2021,2763016.75985222,171918.857142857,45671.5701970443,4475.94285714286,2795897,14557
"Dothan, AL Metro Area",2018,38211.0968342644,0,939.109869646182,1,45111,0
"Dothan, AL Metro Area",2019,17561.1235521236,0,484.918918918919,1,14400,0
"Dothan, AL Metro Area",2020,52323.3424408015,34.3529411764706,1293.68670309654,2.70588235294118,44650,25
"Dothan, AL Metro Area",2021,73906.4175257732,13.4375,1517.96907216495,1.125,52666,5
"Dover, DE Metro Area",2018,41029.5551839465,0,916.929765886288,1,46367,0
"Dover, DE Metro Area",2019,47258.4093959732,0,1172.43791946309,1,72421,0
"Dover, DE Metro Area",2020,58580.0911764706,542.555555555556,1384.37058823529,31.7407407407407,83049,24
"Dover, DE Metro Area",2021,62561.6651651652,1616.21739130435,1328.0975975976,22.0869565217391,96880,246
"Dubuque, IA Metro Area",2018,23734.4745098039,0,522.909803921569,1,12893,0
"Dubuque, IA Metro Area",2019,24269.0368852459,0,525.629098360656,1,12829,0
"Dubuque, IA Metro Area",2020,75500.4011406844,54,1451.71863117871,1,45370,14
"Dubuque, IA Metro Area",2021,32917.4741532977,0,632.713012477718,1,19116,0
"Duluth, MN-WI Metro Area",2018,75568.8973913043,0,2052.50782608696,1,76783,0
"Duluth, MN-WI Metro Area",2019,81689.1996466431,0,1864.81448763251,1,83105,0
"Duluth, MN-WI Metro Area",2020,145364.011326861,293.083333333333,3040.43042071197,31.3333333333333,122754,26
"Duluth, MN-WI Metro Area",2021,149772.4496,0,3672.48,1,168317,0
"Durham-Chapel Hill, NC Metro Area",2018,185131.099697885,9930.8275862069,3132.46223564955,389.689655172414,132975,1966
"Durham-Chapel Hill, NC Metro Area",2019,291521.0723589,730.448275862069,4935.45441389291,20.8965517241379,233915,421
"Durham-Chapel Hill, NC Metro Area",2020,278740,7858.46666666667,4917.59504132231,134,267442,510
"Durham-Chapel Hill, NC Metro Area",2021,304527.784260516,29332.0625,4966.35006784261,596.125,303510,2149
"East Stroudsburg, PA Metro Area",2018,18338.6349206349,0,495.936507936508,1,19415,0
"East Stroudsburg, PA Metro Area",2019,29609.051625239,0,816.070745697897,1,46063,0
"East Stroudsburg, PA Metro Area",2020,22420.9594356261,1236.05555555556,626.273368606702,91.6111111111111,36080,45
"East Stroudsburg, PA Metro Area",2021,45040.3123877917,2764.47058823529,1117.960502693,146,80540,77
"Eau Claire, WI Metro Area",2018,66709.7393715342,0,1611.46950092421,1,60947,0
"Eau Claire, WI Metro Area",2019,110394.785714286,0,2518.61278195489,1,56791,0
"Eau Claire, WI Metro Area",2020,77220.2558983666,0,1899.33212341198,1,72934,0
"Eau Claire, WI Metro Area",2021,97366.2132616488,0,2335.59139784946,0,104505,0
"El Centro, CA Metro Area",2018,19989.7719298246,0,3886.69980506823,1,28617,0
"El Centro, CA Metro Area",2019,19840.4342857143,0,624.912380952381,1,25747,0
"El Centro, CA Metro Area",2020,23908.5952813067,0,699.030852994555,1,37591,0
"El Centro, CA Metro Area",2021,25099.7028380634,0,605.258764607679,0,29273,0
"El Paso, TX Metro Area",2018,129905.11815562,0,4770.67291066282,1,210213,0
"El Paso, TX Metro Area",2019,153489.120765832,0,5026.97496318115,1,225738,0
"El Paso, TX Metro Area",2020,108890.2100271,133.148148148148,3614.99322493225,6.96296296296296,186470,34
"El Paso, TX Metro Area",2021,217832.317073171,5595.90909090909,5431.95528455285,112.090909090909,331184,605
"Elizabethtown-Fort Knox, KY Metro Area",2018,32184.8843930636,0,900.705202312139,1,29682,0
"Elizabethtown-Fort Knox, KY Metro Area",2019,21242.6646464646,0,639.410101010101,1,27132,0
"Elizabethtown-Fort Knox, KY Metro Area",2020,17989.8487084871,14206.0666666667,475.321033210332,552.866666666667,10500,146
"Elizabethtown-Fort Knox, KY Metro Area",2021,25183.4541984733,7280.53333333333,618.956106870229,395.066666666667,22504,194
"Elkhart-Goshen, IN Metro Area",2018,166299.059859155,0,3830.45246478873,1,82895,0
"Elkhart-Goshen, IN Metro Area",2019,147615.032258065,0,3326.88172043011,1,73170,0
"Elkhart-Goshen, IN Metro Area",2020,161643.652246256,48.7058823529412,3339.39101497504,1.35294117647059,68700,10
"Elkhart-Goshen, IN Metro Area",2021,216046.45890411,1741.73333333333,4130.86130136986,141.6,90550,30
"Elmira, NY Metro Area",2018,9133.47441860465,0,237.316279069767,1,2886,0
"Elmira, NY Metro Area",2019,9956.48027842227,0,257.044083526682,1,7305,0
"Elmira, NY Metro Area",2020,15247.5331753555,496,409.988151658768,41,7018,12
"Elmira, NY Metro Area",2021,30222.8206278027,0,697.396860986547,1,32733,0
"Enid, OK Metro Area",2018,6832.538,0,154.544,1,5208,0
"Enid, OK Metro Area",2019,16498.9143468951,0,424.45182012848,1,16830,0
"Enid, OK Metro Area",2020,5596.08251473477,0,125.630648330059,0,5678,0
"Enid, OK Metro Area",2021,28857.4568138196,0,750.89443378119,1,23447,0
"Erie, PA Metro Area",2018,96845.1918819188,0,2682.73985239852,1,89340,0
"Erie, PA Metro Area",2019,48677.0035906643,0,1200.61220825853,1,32894,0
"Erie, PA Metro Area",2020,102439.794376098,142.307692307692,2776.89455184534,5.92307692307692,97355,40
"Erie, PA Metro Area",2021,139345.36,386.2,2584.85565217391,9.2,105952,19
"Eugene, OR Metro Area",2018,126994.735068913,0,3089.79938744257,1,181858,0
"Eugene, OR Metro Area",2019,124015.125,0,3169.4756097561,1,182018,0
"Eugene, OR Metro Area",2020,99932.782122905,286.666666666667,2539.13966480447,13.4444444444444,156953,13
"Eugene, OR Metro Area",2021,163181.062154696,8.66666666666667,3475.00690607735,1.22222222222222,245810,8
"Evansville, IN-KY Metro Area",2018,139338.318864775,0,2930.90484140234,1,120018,0
"Evansville, IN-KY Metro Area",2019,125866.688663283,0,2851.21150592217,1,134327,0
"Evansville, IN-KY Metro Area",2020,148031.466453674,40.8571428571429,3386.61501597444,5.85714285714286,131278,4
"Evansville, IN-KY Metro Area",2021,132318.353658537,0,2711.84146341463,1,124066,0
"Fairbanks, AK Metro Area",2018,29099.8320754717,0,548.009433962264,1,33264,0
"Fairbanks, AK Metro Area",2019,27552.835125448,0,514.668458781362,1,29913,0
"Fairbanks, AK Metro Area",2020,30625.2383333333,226.416666666667,558.096666666667,23.9166666666667,41533,32
"Fairbanks, AK Metro Area",2021,13467.5712,78.1818181818182,209.872,1.27272727272727,15421,23
"Fargo, ND-MN Metro Area",2018,109540.076033058,0,2267.8958677686,1,95667,0
"Fargo, ND-MN Metro Area",2019,113529.114638448,0,2601.04585537919,1,107307,0
"Fargo, ND-MN Metro Area",2020,96576.8012139605,1105.78947368421,2071.42640364188,51.4736842105263,125858,121
"Fargo, ND-MN Metro Area",2021,163279.303174603,0,3131.30317460317,1,172911,0
"Farmington, NM Metro Area",2018,27891.1860036832,0,611.316758747698,0,27939,0
"Farmington, NM Metro Area",2019,33950.3290909091,0,881.534545454545,0,27460,0
"Farmington, NM Metro Area",2020,34613.9691252144,0,853.308747855918,1,43198,0
"Farmington, NM Metro Area",2021,12945.1512605042,0,262.401680672269,1,14175,0
"Fayetteville, NC Metro Area",2018,34713.6731078905,0,1124.62479871176,1,40969,0
"Fayetteville, NC Metro Area",2019,60959.8093645485,17968.0714285714,1791.95150501672,595.821428571429,106147,1952
"Fayetteville, NC Metro Area",2020,28572.490797546,793.387096774194,801.415644171779,22.0645161290323,32171,113
"Fayetteville, NC Metro Area",2021,73159.682962963,1419.74193548387,2112.90666666667,54.8709677419355,120601,292
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2018,206891.493883792,0,4713.08562691131,1,209736,0
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2019,205313.477876106,0,4100.79646017699,1,195011,0
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2020,230355.375354108,2806.73684210526,4969.20254957507,161.315789473684,275624,434
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2021,319956.56147541,773.541666666667,5986.50136612022,34.9166666666667,325049,213
"Flagstaff, AZ Metro Area",2018,35220.4914675768,0,1176.55972696246,1,57234,0
"Flagstaff, AZ Metro Area",2019,37176.1686746988,0,1058.74354561102,1,62134,0
"Flagstaff, AZ Metro Area",2020,42676.8606965174,276.785714285714,1248.27529021559,26,81812,29
"Flagstaff, AZ Metro Area",2021,58510.4022257552,0,1396.31955484897,1,62954,0
"Flint, MI Metro Area",2018,127245.895495495,0,3060.23243243243,1,132428,0
"Flint, MI Metro Area",2019,109512.098639456,0,3005.86224489796,1,137198,0
"Flint, MI Metro Area",2020,122099.768472906,5227.26315789474,2810.37602627258,262.105263157895,139353,679
"Flint, MI Metro Area",2021,166658.868852459,4831.22727272727,3408.32295081967,125.090909090909,156356,556
"Florence, SC Metro Area",2018,31473.1047120419,0,764.130890052356,1,25408,0
"Florence, SC Metro Area",2019,58790.8591549296,0,1691.94718309859,1,64494,0
"Florence, SC Metro Area",2020,65472,899.5,1682.00988467875,18.7272727272727,61625,42
"Florence, SC Metro Area",2021,75535.8665594855,5256.34482758621,1547.56591639871,167.827586206897,60067,756
"Florence-Muscle Shoals, AL Metro Area",2018,40170.3003802281,0,1307.11787072243,1,42847,0
"Florence-Muscle Shoals, AL Metro Area",2019,42823.1121856867,0,1285.72340425532,1,45908,0
"Florence-Muscle Shoals, AL Metro Area",2020,46441.8241758242,6.2,1199.48168498169,1.2,47571,2
"Florence-Muscle Shoals, AL Metro Area",2021,72526.2544483986,14.4,1582.4359430605,1,68386,3
"Fond du Lac, WI Metro Area",2018,19022.729338843,0,447.123966942149,0,11830,0
"Fond du Lac, WI Metro Area",2019,39629.1540178571,0,829.035714285714,0,27290,0
"Fond du Lac, WI Metro Area",2020,51981.2252427184,100,1218.95339805825,5,44234,14
"Fond du Lac, WI Metro Area",2021,57192.1575757576,0,1073.87676767677,0,45507,0
"Fort Collins, CO Metro Area",2018,128462.601538462,0,3191.97538461538,1,212772,0
"Fort Collins, CO Metro Area",2019,133188.636641221,0,2975.30687022901,1,217808,0
"Fort Collins, CO Metro Area",2020,101390.619799139,43,2190.15351506456,1.6,197591,13
"Fort Collins, CO Metro Area",2021,169494.170731707,7.83333333333333,3614.62984218077,1,363627,2
"Fort Smith, AR-OK Metro Area",2018,67350.724137931,0,2157.29064039409,1,86647,0
"Fort Smith, AR-OK Metro Area",2019,61039.01453958,0,1681.45718901454,1,82548,0
"Fort Smith, AR-OK Metro Area",2020,97787.6345565749,40.125,2333.14067278287,5.875,120412,8
"Fort Smith, AR-OK Metro Area",2021,70883.453313253,125.333333333333,1756.18825301205,5.33333333333333,100364,53
"Fort Wayne, IN Metro Area",2018,161531.734726688,0,3920.51125401929,1,155154,0
"Fort Wayne, IN Metro Area",2019,192048.070643642,0,4122.88697017268,1,156927,0
"Fort Wayne, IN Metro Area",2020,243041.021021021,442.045454545455,5308.71021021021,6.54545454545455,208801,26
"Fort Wayne, IN Metro Area",2021,239760.255539143,177.2,5149.87592319055,3.8,229784,24
"Fresno, CA Metro Area",2018,231458.352777778,9534.07142857143,6191.875,277.142857142857,307375,648
"Fresno, CA Metro Area",2019,235538.466843501,2782.29166666667,5723.42970822281,107.75,330857,423
"Fresno, CA Metro Area",2020,291334.989637306,4409.67857142857,6769.77461139896,181.75,380837,882
"Fresno, CA Metro Area",2021,328278.64160401,243.137931034483,6242.51503759398,3.20689655172414,409252,18
"Gadsden, AL Metro Area",2018,20113.025404157,0,515.771362586605,1,14789,0
"Gadsden, AL Metro Area",2019,9427.7632183908,0,280.859770114943,1,7184,0
"Gadsden, AL Metro Area",2020,7229.38293650794,131,214.53373015873,6.41176470588235,4204,12
"Gadsden, AL Metro Area",2021,37300.0978473581,0,916.972602739726,1,39155,0
"Gainesville, FL Metro Area",2018,60869.3591433278,0,1610.95716639209,1,83422,0
"Gainesville, FL Metro Area",2019,73125.4849498328,0,1863.07357859532,1,114625,0
"Gainesville, FL Metro Area",2020,94220.8205128205,79.0909090909091,2076.09049773756,6.18181818181818,110923,33
"Gainesville, FL Metro Area",2021,93439.6096096096,2229.18181818182,2380.87237237237,149.590909090909,166522,1052
"Gainesville, GA Metro Area",2018,87208.1050788091,0,1920.45709281961,1,80741,0
"Gainesville, GA Metro Area",2019,91045.5758091993,0,2024.09710391823,1,81113,0
"Gainesville, GA Metro Area",2020,97503.6369636964,22.7142857142857,2039.42574257426,1,88287,12
"Gainesville, GA Metro Area",2021,118126.101208459,28.3846153846154,2084.29305135952,1.03846153846154,111210,11
"Gettysburg, PA Metro Area",2018,18860.1425233645,0,606.114485981308,0,21314,0
"Gettysburg, PA Metro Area",2019,17489.0477272727,0,461.552272727273,0,19713,0
"Gettysburg, PA Metro Area",2020,26608.5180467091,0,741.859872611465,0,30061,0
"Gettysburg, PA Metro Area",2021,21061.1601731602,0,561.244588744589,0,25843,0
"Glens Falls, NY Metro Area",2018,35613.0969162996,0,1063.2422907489,0,25870,0
"Glens Falls, NY Metro Area",2019,42900.3953488372,0,1039.59302325581,0,45727,0
"Glens Falls, NY Metro Area",2020,38950.0630252101,0,1181.91806722689,1,46849,0
"Glens Falls, NY Metro Area",2021,44247.6898496241,0,933.195488721805,1,63039,0
"Goldsboro, NC Metro Area",2018,18364.5010060362,0,550.603621730382,1,20316,0
"Goldsboro, NC Metro Area",2019,21632.5454545455,0,692.591966173361,1,20455,0
"Goldsboro, NC Metro Area",2020,10704.2604562738,244,274.378326996198,11.1875,5631,20
"Goldsboro, NC Metro Area",2021,16283.4770992366,19.4,425.427480916031,1,10772,11
"Grand Forks, ND-MN Metro Area",2018,33263.7256809339,0,910.451361867704,1,30841,0
"Grand Forks, ND-MN Metro Area",2019,30194.8092369478,0,634.172690763052,1,19518,0
"Grand Forks, ND-MN Metro Area",2020,21569.2793296089,305,493.743016759777,39,12613,12
"Grand Forks, ND-MN Metro Area",2021,38406.4537037037,0,756.209259259259,0,33385,0
"Grand Island, NE Metro Area",2018,26917.1069958848,0,759.051440329218,1,39861,0
"Grand Island, NE Metro Area",2019,26126.7393939394,0,705.670707070707,0,27028,0
"Grand Island, NE Metro Area",2020,34323.7321100917,126.625,1081.61100917431,1.75,52293,20
"Grand Island, NE Metro Area",2021,42032.723880597,18.625,987.046641791045,1,48566,2
"Grand Junction, CO Metro Area",2018,49674.6761061947,0,1307.1592920354,1,97663,0
"Grand Junction, CO Metro Area",2019,46053.9396551724,0,1094.4275862069,1,80279,0
"Grand Junction, CO Metro Area",2020,53198.9218500797,24.5,1305.07336523126,3.5,105907,24
"Grand Junction, CO Metro Area",2021,75402.3713850837,36.6923076923077,1496.67732115677,1.46153846153846,107570,2
"Grand Rapids-Wyoming, MI Metro Area",2018,252964.005805515,0,5415.41654571843,1,212326,0
"Grand Rapids-Wyoming, MI Metro Area",2019,555394.86039886,556.964285714286,11918.537037037,22.1785714285714,485671,88
"Grand Rapids-Wyoming, MI Metro Area",2020,547716.962314939,1206.61538461538,12395.8613728129,38.8076923076923,629363,205
